people_id,timestamp,longitude,latitude
460000095040541608,20181003000004,123.3898087,41.81626892
460000095040541608,20181003044606,123.3876038,41.82257843
460000095040541608,20181003044639,123.3876038,41.82257843
460000095040541608,20181003044753,123.3876038,41.82257843
460000095040541608,20181003044818,123.3876038,41.82257843
460000095040541608,20181003044835,123.3876038,41.82257843
460000095040541608,20181003044924,123.3876038,41.82257843
460000095040541608,20181003044941,123.3876038,41.82257843
460000095040541608,20181003045054,123.3876038,41.82257843
460000095040541608,20181003045614,123.3898087,41.81626892
460000095040541608,20181003045806,123.3898087,41.81626892
460000095040541608,20181003045945,123.3898087,41.81626892
460000095040541608,20181003050320,123.3898087,41.81626892
460000095040541608,20181003050551,123.3898087,41.81626892
460000095040541608,20181003051307,123.3898087,41.81626892
460000095040541608,20181003051758,123.3898087,41.81626892
460000095040541608,20181003052529,123.391777,41.81332016
460000095040541608,20181003053148,123.391777,41.81332016
460000095040541608,20181003053303,123.391777,41.81332016
460000095040541608,20181003053820,123.391777,41.81332016
460000095040541608,20181003054300,123.3872375,41.81021118
460000095040541608,20181003055553,123.3938675,41.7949791
460000095040541608,20181003061021,123.3938675,41.7949791
460000095040541608,20181003061400,123.3938675,41.7949791
460000095040541608,20181003063332,123.3974915,41.79610062
460000095040541608,20181003063515,123.3974915,41.79610062
460000095040541608,20181003063554,123.3974915,41.79610062
460000095040541608,20181003063829,123.3974915,41.79610062
460000095040541608,20181003063913,123.3974915,41.79610062
460000095040541608,20181003063957,123.3974915,41.79610062
460000095040541608,20181003064607,123.3870926,41.78590775
460000095040541608,20181003064617,123.3891907,41.78546906
460000095040541608,20181003065417,123.406723,41.59967041
460000095040541608,20181003065549,123.3748779,41.53720856
460000095040541608,20181003065639,123.3845367,41.54256058
460000095083818745,20181003000028,123.3956909,41.79013824
460000095083818745,20181003000032,123.3956909,41.79013824
460000095083818745,20181003001045,123.3956909,41.79013824
460000095083818745,20181003001100,123.3956909,41.79013824
460000095083818745,20181003001155,123.3956909,41.79013824
460000095083818745,20181003001218,123.3891907,41.78546906
460000095083818745,20181003001226,123.3891907,41.78546906
460000095083818745,20181003003952,123.3956909,41.79013824
460000095083818745,20181003003959,123.3891907,41.78546906
460000095083818745,20181003004011,123.3891907,41.78546906
460000095083818745,20181003004017,123.3891907,41.78546906
460000095083818745,20181003004023,123.3956909,41.79013824
460000095083818745,20181003004027,123.3844299,41.78950119
460000095083818745,20181003004032,123.3956909,41.79013824
460000095083818745,20181003004035,123.3891907,41.78546906
460000095083818745,20181003004042,123.3956909,41.79013824
460000095083818745,20181003004047,123.3956909,41.79013824
460000095083818745,20181003004058,123.3956909,41.79013824
460000095083818745,20181003004109,123.3891907,41.78546906
460000095083818745,20181003004120,123.3956909,41.79013824
